pair_id,premise,hypothesis,reg_pred,reg_target,reg_error,clf_pred,clf_target,clf_correct,premise_len,hypothesis_len
616,,,4.355284690856934,5.0,0.6447153091430664,1,1,True,0,0
640,,,4.063650131225586,3.299999952316284,0.7636501789093018,0,0,True,0,0
644,,,3.947723388671875,3.4000000953674316,0.5477232933044434,0,0,True,0,0
658,,,4.6320719718933105,4.300000190734863,0.33207178115844727,1,0,False,0,0
669,,,4.402344703674316,2.4000000953674316,2.0023446083068848,1,0,False,0,0
670,,,3.564262628555298,4.065000057220459,0.5007374286651611,0,0,True,0,0
673,,,3.6003990173339844,4.099999904632568,0.499600887298584,0,1,False,0,0
674,,,3.3865010738372803,3.299999952316284,0.0865011215209961,0,2,False,0,0
675,,,3.628052234649658,4.400000095367432,0.7719478607177734,0,1,False,0,0
677,,,3.723256826400757,3.5999999046325684,0.12325692176818848,0,2,False,0,0
681,,,3.9482922554016113,3.0999999046325684,0.848292350769043,0,0,True,0,0
684,,,3.6300227642059326,2.9000000953674316,0.730022668838501,0,0,True,0,0
688,,,3.6994802951812744,4.400000095367432,0.7005198001861572,0,0,True,0,0
700,,,2.846458911895752,2.0999999046325684,0.7464590072631836,0,0,True,0,0
708,,,3.003085136413574,3.5999999046325684,0.5969147682189941,0,0,True,0,0
712,,,3.3023648262023926,3.9000000953674316,0.5976352691650391,0,0,True,0,0
716,,,4.74711275100708,4.099999904632568,0.6471128463745117,1,1,True,0,0
719,,,3.7104008197784424,3.0999999046325684,0.610400915145874,0,0,True,0,0
720,,,3.6166868209838867,2.0999999046325684,1.5166869163513184,0,0,True,0,0
739,,,4.697592258453369,3.200000047683716,1.4975922107696533,1,0,False,0,0
740,,,3.936220169067383,4.800000190734863,0.8637800216674805,0,1,False,0,0
742,,,3.933976888656616,2.9000000953674316,1.0339767932891846,0,0,True,0,0
743,,,2.9222941398620605,4.099999904632568,1.1777057647705078,0,1,False,0,0
744,,,2.914053440093994,3.9000000953674316,0.9859466552734375,0,0,True,0,0
751,,,3.44398832321167,2.299999952316284,1.1439883708953857,2,2,True,0,0
753,,,3.722146987915039,4.400000095367432,0.6778531074523926,2,2,True,0,0
758,,,3.5579779148101807,3.9000000953674316,0.342022180557251,0,1,False,0,0
763,,,4.236940383911133,4.199999809265137,0.036940574645996094,1,0,False,0,0
775,,,3.5707478523254395,3.5999999046325684,0.029252052307128906,2,0,False,0,0
776,,,2.0487821102142334,2.799999952316284,0.7512178421020508,0,0,True,0,0
778,,,1.9490628242492676,3.684999942779541,1.7359371185302734,0,0,True,0,0
779,,,2.2444863319396973,3.0,0.7555136680603027,0,0,True,0,0
786,,,3.3247509002685547,2.299999952316284,1.0247509479522705,0,0,True,0,0
801,,,2.954895496368408,2.0999999046325684,0.8548955917358398,0,0,True,0,0
806,,,3.844735622406006,3.200000047683716,0.64473557472229,2,2,True,0,0
807,,,3.9121432304382324,4.599999904632568,0.6878566741943359,0,1,False,0,0
808,,,3.8193812370300293,4.599999904632568,0.7806186676025391,0,1,False,0,0
809,,,3.4207093715667725,3.9000000953674316,0.4792907238006592,0,2,False,0,0
815,,,2.272648334503174,3.0,0.7273516654968262,0,0,True,0,0
826,,,1.9642183780670166,2.700000047683716,0.7357816696166992,0,0,True,0,0
828,,,3.686237335205078,3.0999999046325684,0.5862374305725098,2,2,True,0,0
829,,,4.059006690979004,4.400000095367432,0.34099340438842773,0,1,False,0,0
837,,,3.2259371280670166,3.799999952316284,0.5740628242492676,0,0,True,0,0
842,,,3.8562350273132324,3.200000047683716,0.6562349796295166,0,0,True,0,0
849,,,2.046640157699585,3.0999999046325684,1.0533597469329834,0,0,True,0,0
853,,,3.726191997528076,4.400000095367432,0.6738080978393555,0,1,False,0,0
854,,,3.4432005882263184,3.200000047683716,0.24320054054260254,0,2,False,0,0
861,,,3.370992660522461,3.200000047683716,0.17099261283874512,2,0,False,0,0
871,,,3.614943027496338,3.5999999046325684,0.014943122863769531,2,0,False,0,0
877,,,4.116726398468018,4.5,0.3832736015319824,0,1,False,0,0
885,,,2.7634165287017822,3.299999952316284,0.536583423614502,0,0,True,0,0
886,,,3.1445505619049072,3.799999952316284,0.655449390411377,0,0,True,0,0
894,,,4.595863342285156,3.799999952316284,0.7958633899688721,1,1,True,0,0
896,,,3.7366275787353516,3.200000047683716,0.5366275310516357,0,0,True,0,0
900,,,4.188698768615723,4.0,0.18869876861572266,0,2,False,0,0
901,,,4.202548980712891,3.5999999046325684,0.6025490760803223,0,0,True,0,0
907,,,3.5569376945495605,2.5999999046325684,0.9569377899169922,0,0,True,0,0
916,,,4.314145088195801,3.799999952316284,0.5141451358795166,1,0,False,0,0
918,,,1.9254276752471924,1.100000023841858,0.8254276514053345,0,0,True,0,0
919,,,3.796205759048462,3.1500000953674316,0.6462056636810303,0,0,True,0,0
924,,,3.6258161067962646,2.4000000953674316,1.225816011428833,2,2,True,0,0
930,,,4.5873589515686035,3.799999952316284,0.7873589992523193,1,1,True,0,0
942,,,3.602701425552368,2.5999999046325684,1.0027015209197998,0,0,True,0,0
946,,,3.191751480102539,3.799999952316284,0.6082484722137451,0,0,True,0,0
951,,,3.6799309253692627,2.799999952316284,0.8799309730529785,0,2,False,0,0
952,,,3.9904937744140625,3.9000000953674316,0.09049367904663086,1,0,False,0,0
958,,,3.9627604484558105,3.0,0.9627604484558105,0,0,True,0,0
966,,,3.7538723945617676,3.5,0.2538723945617676,0,1,False,0,0
968,,,2.878652811050415,3.5,0.621347188949585,0,0,True,0,0
969,,,3.7633495330810547,3.9000000953674316,0.13665056228637695,0,1,False,0,0
971,,,2.633052110671997,1.899999976158142,0.733052134513855,0,0,True,0,0
972,,,3.719914197921753,3.765000104904175,0.045085906982421875,0,1,False,0,0
977,,,3.907583713531494,3.799999952316284,0.10758376121520996,0,1,False,0,0
981,,,2.7964205741882324,2.200000047683716,0.5964205265045166,0,0,True,0,0
990,,,4.768209457397461,4.099999904632568,0.6682095527648926,1,2,False,0,0
993,,,2.3422787189483643,3.0,0.6577212810516357,0,0,True,0,0
995,,,2.053490400314331,3.0,0.946509599685669,0,0,True,0,0
997,,,2.0743680000305176,1.5,0.5743680000305176,0,0,True,0,0
1003,,,2.434983730316162,3.0999999046325684,0.6650161743164062,0,0,True,0,0
1023,,,3.9841768741607666,2.5999999046325684,1.3841769695281982,0,0,True,0,0
1025,,,3.4776058197021484,3.4000000953674316,0.0776057243347168,0,2,False,0,0
1027,,,3.3210949897766113,2.4000000953674316,0.9210948944091797,0,0,True,0,0
1030,,,3.2910537719726562,2.0,1.2910537719726562,0,0,True,0,0
1051,,,2.2007296085357666,2.9000000953674316,0.699270486831665,0,0,True,0,0
1063,,,4.014484405517578,3.5,0.5144844055175781,0,0,True,0,0
1066,,,3.599419593811035,2.5999999046325684,0.9994196891784668,0,0,True,0,0
1067,,,3.986511707305908,3.4000000953674316,0.5865116119384766,0,0,True,0,0
1075,,,3.976456880569458,4.5,0.523543119430542,0,1,False,0,0
1086,,,3.7827742099761963,2.5999999046325684,1.182774305343628,0,0,True,0,0
1110,,,3.8086166381835938,2.5999999046325684,1.2086167335510254,2,2,True,0,0
1123,,,4.640365123748779,4.0,0.6403651237487793,1,1,True,0,0
1131,,,4.739220142364502,3.799999952316284,0.9392201900482178,1,2,False,0,0
1134,,,3.829585552215576,3.200000047683716,0.6295855045318604,0,0,True,0,0
1141,,,3.9124536514282227,4.400000095367432,0.487546443939209,0,1,False,0,0
1158,,,3.516798973083496,3.299999952316284,0.21679902076721191,0,2,False,0,0
1159,,,4.111837387084961,4.599999904632568,0.4881625175476074,0,1,False,0,0
1163,,,3.2243924140930176,4.300000190734863,1.0756077766418457,0,0,True,0,0
1164,,,2.9806411266326904,3.5,0.5193588733673096,0,0,True,0,0
1171,,,2.4364328384399414,3.200000047683716,0.7635672092437744,0,0,True,0,0
1173,,,2.37626314163208,3.200000047683716,0.8237369060516357,0,0,True,0,0
1176,,,3.694206714630127,3.184999942779541,0.5092067718505859,2,2,True,0,0
1186,,,4.291566848754883,4.900000095367432,0.6084332466125488,1,1,True,0,0
1189,,,3.570539712905884,2.9000000953674316,0.6705396175384521,0,0,True,0,0
1199,,,2.4606494903564453,3.299999952316284,0.8393504619598389,0,0,True,0,0
1201,,,2.609609603881836,3.700000047683716,1.0903904438018799,0,0,True,0,0
1203,,,2.8596558570861816,3.700000047683716,0.8403441905975342,0,0,True,0,0
1204,,,3.1796441078186035,4.0,0.8203558921813965,0,0,True,0,0
1209,,,3.702976703643799,4.300000190734863,0.5970234870910645,2,2,True,0,0
1210,,,3.432828187942505,2.700000047683716,0.7328281402587891,0,0,True,0,0
1211,,,2.440408706665039,3.299999952316284,0.8595912456512451,0,0,True,0,0
1217,,,4.093280792236328,4.300000190734863,0.20671939849853516,0,1,False,0,0
1220,,,3.544617176055908,3.200000047683716,0.3446171283721924,0,2,False,0,0
1229,,,2.452883005142212,3.200000047683716,0.7471170425415039,0,0,True,0,0
1235,,,3.9047396183013916,4.800000190734863,0.8952605724334717,0,1,False,0,0
1245,,,3.638889789581299,3.065000057220459,0.5738897323608398,2,2,True,0,0
1247,,,2.2074813842773438,2.9000000953674316,0.6925187110900879,0,0,True,0,0
1252,,,3.718435525894165,3.0999999046325684,0.6184356212615967,2,2,True,0,0
1254,,,2.6943490505218506,3.4000000953674316,0.705651044845581,0,0,True,0,0
1257,,,2.570690870285034,1.7999999523162842,0.77069091796875,0,0,True,0,0
1261,,,3.5922060012817383,4.599999904632568,1.00779390335083,2,2,True,0,0
1264,,,4.045218467712402,5.0,0.9547815322875977,0,1,False,0,0
1267,,,3.5150704383850098,4.300000190734863,0.7849297523498535,0,2,False,0,0
1269,,,2.96612548828125,3.799999952316284,0.8338744640350342,0,0,True,0,0
1272,,,3.7517497539520264,4.400000095367432,0.6482503414154053,2,2,True,0,0
1279,,,2.3342723846435547,2.700000047683716,0.36572766304016113,0,2,False,0,0
1281,,,3.712054491043091,4.599999904632568,0.8879454135894775,2,2,True,0,0
1285,,,1.8004670143127441,2.5999999046325684,0.7995328903198242,0,0,True,0,0
1290,,,4.262495517730713,4.0,0.2624955177307129,1,0,False,0,0
1296,,,4.1334428787231445,4.800000190734863,0.6665573120117188,0,1,False,0,0
1298,,,4.26647424697876,3.299999952316284,0.9664742946624756,1,0,False,0,0
1299,,,4.5432515144348145,4.0,0.5432515144348145,1,1,True,0,0
1300,,,3.750304698944092,4.800000190734863,1.0496954917907715,2,2,True,0,0
1301,,,3.269366979598999,2.5999999046325684,0.6693670749664307,0,0,True,0,0
1304,,,2.483778953552246,1.7999999523162842,0.6837790012359619,0,0,True,0,0
1312,,,3.7136502265930176,3.0999999046325684,0.6136503219604492,2,2,True,0,0
1320,,,4.6936936378479,3.5999999046325684,1.093693733215332,1,0,False,0,0
1322,,,2.0509743690490723,2.5999999046325684,0.5490255355834961,0,2,False,0,0
1323,,,4.727295875549316,3.5999999046325684,1.127295970916748,1,0,False,0,0
1325,,,1.9738198518753052,3.5,1.5261801481246948,0,2,False,0,0
1330,,,3.5824790000915527,4.300000190734863,0.7175211906433105,0,1,False,0,0
1332,,,3.707028865814209,3.0,0.707028865814209,2,2,True,0,0
1340,,,3.911750316619873,4.300000190734863,0.38824987411499023,0,1,False,0,0
1343,,,2.9680802822113037,3.365000009536743,0.39691972732543945,0,2,False,0,0
1347,,,3.4634206295013428,4.0,0.5365793704986572,2,2,True,0,0
1349,,,4.631894588470459,4.199999809265137,0.43189477920532227,1,0,False,0,0
1360,,,4.140666484832764,4.699999809265137,0.559333324432373,0,1,False,0,0
1362,,,3.8608956336975098,4.199999809265137,0.33910417556762695,0,1,False,0,0
1363,,,3.3407509326934814,2.799999952316284,0.5407509803771973,0,2,False,0,0
1366,,,3.6115245819091797,5.0,1.3884754180908203,0,1,False,0,0
1367,,,4.602184772491455,4.099999904632568,0.5021848678588867,1,1,True,0,0
1374,,,3.4527647495269775,3.4000000953674316,0.0527646541595459,2,0,False,0,0
1383,,,3.5689120292663574,3.299999952316284,0.26891207695007324,0,2,False,0,0
1418,,,3.5249109268188477,3.5999999046325684,0.0750889778137207,0,1,False,0,0
1437,,,2.161501884460449,3.734999895095825,1.573498010635376,0,0,True,0,0
1442,,,2.5809125900268555,3.299999952316284,0.7190873622894287,0,0,True,0,0
1449,,,4.594855308532715,4.0,0.5948553085327148,1,0,False,0,0
1451,,,3.6699233055114746,4.599999904632568,0.9300765991210938,2,2,True,0,0
1454,,,0.9256651997566223,1.5,0.5743348002433777,0,0,True,0,0
1475,,,3.976550340652466,3.799999952316284,0.17655038833618164,0,1,False,0,0
1490,,,3.909262180328369,2.9000000953674316,1.0092620849609375,0,0,True,0,0
1491,,,3.22157883644104,2.5999999046325684,0.6215789318084717,0,0,True,0,0
1502,,,3.8042550086975098,4.5,0.6957449913024902,0,1,False,0,0
1520,,,2.9768707752227783,4.199999809265137,1.2231290340423584,0,1,False,0,0
1526,,,3.1967570781707764,2.200000047683716,0.9967570304870605,0,0,True,0,0
1542,,,3.0375771522521973,2.299999952316284,0.7375771999359131,0,0,True,0,0
1543,,,1.364670991897583,2.5,1.135329008102417,0,0,True,0,0
1548,,,3.4812519550323486,3.5999999046325684,0.11874794960021973,0,2,False,0,0
1554,,,3.0848028659820557,2.134999990463257,0.9498028755187988,0,0,True,0,0
1556,,,3.42026948928833,4.300000190734863,0.8797307014465332,0,1,False,0,0
1560,,,3.7276535034179688,4.650000095367432,0.9223465919494629,0,1,False,0,0
1564,,,3.6769943237304688,4.300000190734863,0.6230058670043945,0,1,False,0,0
1567,,,4.60439395904541,3.0,1.6043939590454102,1,0,False,0,0
1569,,,3.965756893157959,3.5999999046325684,0.3657569885253906,0,1,False,0,0
1571,,,2.243913173675537,2.799999952316284,0.5560867786407471,0,0,True,0,0
1589,,,4.109734535217285,4.800000190734863,0.6902656555175781,0,1,False,0,0
1590,,,3.3308048248291016,3.5,0.16919517517089844,0,2,False,0,0
1593,,,3.932917594909668,4.400000095367432,0.46708250045776367,0,1,False,0,0
1600,,,4.613067150115967,3.5,1.1130671501159668,1,0,False,0,0
1603,,,4.212624549865723,3.200000047683716,1.0126245021820068,0,0,True,0,0
1605,,,4.00465202331543,3.4000000953674316,0.604651927947998,0,0,True,0,0
1611,,,3.6979923248291016,2.700000047683716,0.9979922771453857,2,2,True,0,0
1613,,,3.5773820877075195,4.0,0.42261791229248047,2,0,False,0,0
1616,,,3.035872459411621,2.0999999046325684,0.9358725547790527,0,0,True,0,0
1622,,,1.1092497110366821,1.7000000476837158,0.5907503366470337,0,0,True,0,0
1623,,,1.0436649322509766,1.5,0.45633506774902344,0,1,False,0,0
1633,,,2.8439462184906006,3.5999999046325684,0.7560536861419678,0,0,True,0,0
1638,,,1.548844814300537,2.0999999046325684,0.5511550903320312,0,0,True,0,0
1645,,,4.6680908203125,3.200000047683716,1.4680907726287842,1,1,True,0,0
1665,,,4.3569183349609375,3.299999952316284,1.0569183826446533,1,0,False,0,0
1666,,,3.7829771041870117,3.5,0.2829771041870117,0,1,False,0,0
1679,,,3.308156967163086,3.9000000953674316,0.5918431282043457,0,0,True,0,0
1688,,,3.330477714538574,2.799999952316284,0.53047776222229,0,0,True,0,0
1692,,,4.168911933898926,2.4000000953674316,1.7689118385314941,0,0,True,0,0
1696,,,4.774177551269531,4.199999809265137,0.5741777420043945,1,1,True,0,0
1698,,,4.757102012634277,3.9000000953674316,0.8571019172668457,1,0,False,0,0
1699,,,4.701837539672852,4.199999809265137,0.5018377304077148,1,0,False,0,0
1701,,,3.6183526515960693,1.7000000476837158,1.9183526039123535,0,0,True,0,0
1704,,,3.8987932205200195,3.4000000953674316,0.4987931251525879,0,2,False,0,0
1720,,,3.742985963821411,2.5999999046325684,1.1429860591888428,2,2,True,0,0
1726,,,3.6903209686279297,2.9000000953674316,0.790320873260498,2,2,True,0,0
1727,,,4.102847576141357,3.015000104904175,1.0878474712371826,0,0,True,0,0
1728,,,1.0688157081604004,1.7999999523162842,0.7311842441558838,0,0,True,0,0
1731,,,0.9542679786682129,1.7999999523162842,0.8457319736480713,0,0,True,0,0
1732,,,0.9044493436813354,1.7999999523162842,0.8955506086349487,0,0,True,0,0
1744,,,3.7452073097229004,3.0999999046325684,0.645207405090332,2,2,True,0,0
1745,,,4.7227277755737305,2.799999952316284,1.9227278232574463,1,0,False,0,0
1748,,,4.250495910644531,4.099999904632568,0.1504960060119629,1,0,False,0,0
1749,,,3.7802505493164062,3.299999952316284,0.48025059700012207,2,0,False,0,0
1752,,,4.081930637359619,3.4000000953674316,0.6819305419921875,0,0,True,0,0
1761,,,4.011797904968262,3.700000047683716,0.3117978572845459,0,1,False,0,0
1762,,,3.1682353019714355,2.299999952316284,0.8682353496551514,0,0,True,0,0
1763,,,3.5536277294158936,2.700000047683716,0.8536276817321777,0,0,True,0,0
1764,,,4.772164821624756,4.199999809265137,0.5721650123596191,1,0,False,0,0
1767,,,4.117729187011719,2.799999952316284,1.3177292346954346,1,0,False,0,0
1770,,,4.320644855499268,3.4000000953674316,0.9206447601318359,1,0,False,0,0
1775,,,3.25966739654541,2.4000000953674316,0.8596673011779785,0,0,True,0,0
1785,,,3.7607436180114746,2.799999952316284,0.9607436656951904,0,0,True,0,0
1794,,,3.90816330909729,2.5,1.40816330909729,0,0,True,0,0
1795,,,4.145565509796143,4.0,0.14556550979614258,1,0,False,0,0
1796,,,3.3919014930725098,2.799999952316284,0.5919015407562256,2,2,True,0,0
1797,,,3.2708683013916016,2.299999952316284,0.9708683490753174,0,0,True,0,0
1800,,,3.181873321533203,4.099999904632568,0.9181265830993652,0,0,True,0,0
1803,,,3.6806459426879883,4.300000190734863,0.619354248046875,2,2,True,0,0
1804,,,4.287959098815918,4.800000190734863,0.5120410919189453,1,1,True,0,0
1806,,,3.6996235847473145,2.5999999046325684,1.099623680114746,2,0,False,0,0
1810,,,2.814358711242676,3.4000000953674316,0.5856413841247559,0,0,True,0,0
1821,,,3.2354259490966797,2.299999952316284,0.9354259967803955,0,0,True,0,0
1824,,,3.4001171588897705,2.5,0.9001171588897705,0,0,True,0,0
1828,,,3.5927460193634033,2.200000047683716,1.3927459716796875,0,0,True,0,0
1831,,,4.792150497436523,3.5,1.2921504974365234,1,0,False,0,0
1834,,,2.8007383346557617,1.5,1.3007383346557617,0,0,True,0,0
1837,,,2.4365689754486084,1.2999999523162842,1.1365690231323242,0,0,True,0,0
1860,,,3.5184555053710938,3.5999999046325684,0.08154439926147461,0,2,False,0,0
1864,,,4.45074987411499,2.865000009536743,1.585749864578247,1,0,False,0,0
1865,,,4.503421306610107,3.799999952316284,0.7034213542938232,1,1,True,0,0
